Rank	Article	href													Views	 %-Mobi	 %-Zero
2392	List of amendments to the United States Constitution	/wiki/List_of_amendments_to_the_United_States_Constitution													37,893	45.79%	0.11%
2392	Taron Egerton	/wiki/Taron_Egerton						Symbol start class.svg							37,893	69.34%	0.58%
2394	Kate McKinnon	/wiki/Kate_McKinnon						Symbol start class.svg							37,874	64.03%	0.26%
2395	James Dean	/wiki/James_Dean				Symbol b class.svg									37,862	64.11%	0.31%
2395	Srinivasa Ramanujan	/wiki/Srinivasa_Ramanujan		Symbol support vote.svg									Padlock-silver-light.svg		37,862	65.35%	0.54%
2397	Bollywood	/wiki/Bollywood				Symbol b class.svg							Padlock-silver.svg	Padlock-olive.svg	37,856	74.37%	2.07%
2398	Super Bowl	/wiki/Super_Bowl				Symbol b class.svg						Symbol unsupport vote.svg	Padlock-silver-light.svg		37,850	64.90%	0.27%
2399	Bob Geldof	/wiki/Bob_Geldof				Symbol b class.svg				Symbol question.svg			Padlock-silver-light.svg		37,838	57.88%	0.25%
2400	John McCain	/wiki/John_McCain	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	37,835	57.89%	0.19%
2401	Pulp Fiction	/wiki/Pulp_Fiction				Symbol b class.svg							Padlock-silver.svg		37,824	56.69%	0.31%
2402	Julia Louis-Dreyfus	/wiki/Julia_Louis-Dreyfus				Symbol b class.svg									37,808	63.60%	0.25%
2403	Jauhar	/wiki/Jauhar					Symbol c class.svg			Symbol question.svg					37,807	72.92%	0.47%
2404	Prince Edward, Earl of Wessex	/wiki/Prince_Edward,_Earl_of_Wessex				Symbol b class.svg									37,787	67.52%	0.33%
2405	Taylor Swift discography	/wiki/Taylor_Swift_discography	Featured article star.svg												37,786	40.09%	0.36%
2406	French Montana	/wiki/French_Montana					Symbol c class.svg						Padlock-silver.svg		37,775	73.21%	1.72%
2407	Jordan	/wiki/Jordan		Symbol support vote.svg										Padlock-olive.svg	37,766	48.14%	2.64%
2408	James Cameron	/wiki/James_Cameron				Symbol b class.svg							Padlock-silver.svg		37,753	59.13%	0.73%
2409	USB	/wiki/USB			Symbol a class.svg										37,746	30.85%	0.68%
2410	East India Company	/wiki/East_India_Company				Symbol b class.svg	Symbol c class.svg				Featured article star - cross.svg				37,739	56.93%	0.47%
2411	Alex Rodriguez	/wiki/Alex_Rodriguez				Symbol b class.svg							Padlock-silver.svg		37,733	74.66%	0.38%
2412	Surtur (Marvel Comics)	/wiki/Surtur_(Marvel_Comics)						Symbol start class.svg							37,729	59.80%	0.64%
2413	BMW	/wiki/BMW					Symbol c class.svg							Padlock-olive.svg	37,719	57.31%	1.58%
2414	Embeth Davidtz	/wiki/Embeth_Davidtz						Symbol start class.svg							37,704	79.55%	0.16%
2415	Guardians of the Galaxy (film)	/wiki/Guardians_of_the_Galaxy_(film)		Symbol support vote.svg									Padlock-silver-light.svg		37,679	53.61%	0.70%
2416	Berkshire Hathaway	/wiki/Berkshire_Hathaway				Symbol b class.svg									37,671	47.42%	0.84%
2417	Jason Segel	/wiki/Jason_Segel					Symbol c class.svg								37,669	70.52%	0.29%
2418	Prime number	/wiki/Prime_number				Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg		37,665	60.75%	1.01%
2419	Moses	/wiki/Moses				Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg		37,640	60.99%	1.13%
2420	Brianna Hildebrand	/wiki/Brianna_Hildebrand						Symbol start class.svg							37,630	53.18%	0.33%
2421	2017 Saudi Arabian purge	/wiki/2017_Saudi_Arabian_purge					Symbol c class.svg								37,600	38.15%	1.24%
2422	Singles' Day	/wiki/Singles%27_Day						Symbol start class.svg							37,599	51.55%	0.37%
2423	Dirk Gently's Holistic Detective Agency (TV series)	/wiki/Dirk_Gently%27s_Holistic_Detective_Agency_(TV_series)								Symbol question.svg					37,586	42.78%	0.39%
2424	Mad Max: Fury Road	/wiki/Mad_Max:_Fury_Road				Symbol b class.svg									37,564	54.07%	0.69%
2425	Jennifer Connelly	/wiki/Jennifer_Connelly		Symbol support vote.svg										Padlock-olive.svg	37,561	61.87%	0.33%
2426	Evanescence	/wiki/Evanescence				Symbol b class.svg						Symbol unsupport vote.svg			37,553	43.75%	0.34%
2427	Heinrich Himmler	/wiki/Heinrich_Himmler		Symbol support vote.svg									Padlock-silver.svg	Padlock-olive.svg	37,550	55.55%	0.42%
2427	Toronto	/wiki/Toronto				Symbol b class.svg	Symbol c class.svg					Symbol unsupport vote.svg	Padlock-silver.svg	Padlock-olive.svg	37,550	45.73%	0.59%
2429	List of state and union territory capitals in India	/wiki/List_of_state_and_union_territory_capitals_in_India	Featured article star.svg										Padlock-silver-light.svg		37,531	79.08%	0.61%
2430	Russell Westbrook	/wiki/Russell_Westbrook				Symbol b class.svg							Padlock-silver.svg		37,529	71.06%	0.47%
2431	Monaco	/wiki/Monaco					Symbol c class.svg								37,520	49.37%	0.90%
2431	Pornographic film actor	/wiki/Pornographic_film_actor				Symbol b class.svg	Symbol c class.svg								37,520	74.34%	5.03%
2433	Death on the Nile	/wiki/Death_on_the_Nile					Symbol c class.svg								37,516	59.97%	0.28%
2434	2016 Indian banknote demonetisation	/wiki/2016_Indian_banknote_demonetisation					Symbol c class.svg								37,496	73.60%	0.13%
2435	Jordan Belfort	/wiki/Jordan_Belfort					Symbol c class.svg						Padlock-silver-light.svg		37,493	64.04%	0.46%
2436	Annette Bening	/wiki/Annette_Bening					Symbol c class.svg								37,491	72.02%	0.20%
2437	Down syndrome	/wiki/Down_syndrome		Symbol support vote.svg							Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	37,488	60.08%	1.39%
2438	Billie Lourd	/wiki/Billie_Lourd						Symbol start class.svg		Symbol question.svg					37,485	70.17%	0.14%
2439	Adderall	/wiki/Adderall		Symbol support vote.svg											37,479	63.61%	0.18%
2440	Algeria	/wiki/Algeria					Symbol c class.svg					Symbol unsupport vote.svg		Padlock-olive.svg	37,450	42.48%	1.59%
2440	Ringo Starr	/wiki/Ringo_Starr	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	37,450	59.05%	0.20%
2442	Vince McMahon	/wiki/Vince_McMahon					Symbol c class.svg						Padlock-silver.svg		37,449	67.81%	1.12%
2443	United States dollar	/wiki/United_States_dollar				Symbol b class.svg	Symbol c class.svg							Padlock-olive.svg	37,448	48.16%	1.53%
2444	Prince Andrew, Duke of York	/wiki/Prince_Andrew,_Duke_of_York				Symbol b class.svg	Symbol c class.svg								37,434	65.22%	0.40%
2445	A Cure for Wellness	/wiki/A_Cure_for_Wellness					Symbol c class.svg								37,431	71.14%	0.23%
2446	Bill Clinton sexual misconduct allegations	/wiki/Bill_Clinton_sexual_misconduct_allegations					Symbol c class.svg								37,419	58.03%	0.07%
2447	2017 NFL Draft	/wiki/2017_NFL_Draft						Symbol start class.svg							37,416	57.57%	0.10%
2448	Serbia	/wiki/Serbia				Symbol b class.svg	Symbol c class.svg			Symbol question.svg			Padlock-silver.svg	Padlock-olive.svg	37,414	43.84%	0.97%
2449	Virtual private network	/wiki/Virtual_private_network					Symbol c class.svg								37,412	42.71%	0.86%
2450	American football	/wiki/American_football		Symbol support vote.svg											37,407	59.92%	0.66%
2451	Better Call Saul	/wiki/Better_Call_Saul					Symbol c class.svg								37,405	47.93%	0.36%
2452	Eva Green	/wiki/Eva_Green		Symbol support vote.svg											37,399	61.21%	0.50%
2453	Bill Pullman	/wiki/Bill_Pullman					Symbol c class.svg								37,395	76.48%	0.13%
2454	Bee Gees	/wiki/Bee_Gees				Symbol b class.svg	Symbol c class.svg			Symbol question.svg					37,386	56.74%	0.72%
2455	Idi Amin	/wiki/Idi_Amin		Symbol support vote.svg									Padlock-silver-light.svg		37,384	57.24%	2.28%
2456	Estonia	/wiki/Estonia				Symbol b class.svg	Symbol c class.svg							Padlock-olive.svg	37,364	39.83%	1.25%
2457	Human	/wiki/Human				Symbol b class.svg					Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	37,346	49.48%	1.18%
2458	Eagles (band)	/wiki/Eagles_(band)				Symbol b class.svg									37,345	56.94%	0.18%
2459	Circulatory system	/wiki/Circulatory_system				Symbol b class.svg	Symbol c class.svg			Symbol question.svg			Padlock-silver.svg		37,341	56.52%	1.98%
2460	Katie Holmes	/wiki/Katie_Holmes				Symbol b class.svg					Featured article star - cross.svg				37,335	68.41%	0.68%
2461	Jason Ritter	/wiki/Jason_Ritter				Symbol b class.svg									37,330	76.04%	0.17%
2462	Race and ethnicity in the United States	/wiki/Race_and_ethnicity_in_the_United_States				Symbol b class.svg									37,329	53.00%	0.40%
2463	Hypertension	/wiki/Hypertension		Symbol support vote.svg											37,322	58.82%	1.78%
2463	List of countries by GDP (PPP)	/wiki/List_of_countries_by_GDP_(PPP)											Padlock-silver.svg		37,322	46.33%	0.93%
2465	Haiku	/wiki/Haiku					Symbol c class.svg								37,319	59.32%	0.22%
2466	Josef Mengele	/wiki/Josef_Mengele		Symbol support vote.svg										Padlock-olive.svg	37,317	55.33%	0.29%
2467	Dominican Republic	/wiki/Dominican_Republic				Symbol b class.svg	Symbol c class.svg						Padlock-silver.svg		37,314	50.62%	0.81%
2468	Rabindranath Tagore	/wiki/Rabindranath_Tagore				Symbol b class.svg	Symbol c class.svg				Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	37,311	66.28%	0.79%
2469	Scott Kelly (astronaut)	/wiki/Scott_Kelly_(astronaut)					Symbol c class.svg	Symbol start class.svg							37,310	75.47%	0.04%
2470	Cheryl (entertainer)	/wiki/Cheryl_(entertainer)				Symbol b class.svg							Padlock-silver.svg		37,303	73.13%	0.55%
2470	Elisabeth Moss	/wiki/Elisabeth_Moss						Symbol start class.svg							37,303	63.92%	0.25%
2472	The Big Sick	/wiki/The_Big_Sick					Symbol c class.svg								37,300	59.88%	0.52%
2473	Chris Gardner	/wiki/Chris_Gardner				Symbol b class.svg						Symbol unsupport vote.svg			37,291	74.29%	0.35%
2474	[[H��lmer Herrera]]													37,286	71.82%	0.57%
2475	Oxygen	/wiki/Oxygen	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	37,254	34.67%	0.59%
2476	List of How to Get Away with Murder episodes	/wiki/List_of_How_to_Get_Away_with_Murder_episodes													37,247	53.15%	0.85%
2477	Romanticism	/wiki/Romanticism					Symbol c class.svg								37,245	39.50%	0.80%
2478	Swami Vivekananda	/wiki/Swami_Vivekananda		Symbol support vote.svg											37,230	72.05%	0.34%
2479	Remembrance poppy	/wiki/Remembrance_poppy					Symbol c class.svg								37,216	66.52%	0.55%
2480	2019 AFC Asian Cup qualification	/wiki/2019_AFC_Asian_Cup_qualification						Symbol start class.svg							37,211	53.67%	1.23%
2481	Kane (wrestler)	/wiki/Kane_(wrestler)				Symbol b class.svg	Symbol c class.svg	Symbol start class.svg		Symbol question.svg					37,206	72.69%	1.34%
2482	[[Philippe P��tain]]													37,200	71.92%	0.08%
2483	Brian Cox (physicist)	/wiki/Brian_Cox_(physicist)					Symbol c class.svg						Padlock-silver-light.svg		37,197	76.59%	0.04%
2484	Ray Charles	/wiki/Ray_Charles					Symbol c class.svg								37,189	73.15%	0.24%
2485	Nikki Bella	/wiki/Nikki_Bella					Symbol c class.svg						Padlock-silver.svg		37,183	75.38%	1.37%
2486	Fortnite	/wiki/Fortnite						Symbol start class.svg							37,164	56.67%	0.12%
2487	International Phonetic Alphabet	/wiki/International_Phonetic_Alphabet		Symbol support vote.svg											37,160	40.52%	1.60%
2488	Rodney King	/wiki/Rodney_King					Symbol c class.svg							Padlock-olive.svg	37,156	71.28%	0.17%
2489	Elephant	/wiki/Elephant	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	37,136	55.50%	1.39%
2490	Boston Celtics	/wiki/Boston_Celtics					Symbol c class.svg								37,126	56.90%	0.45%
2491	[[Pok��mon Ultra Sun and Ultra Moon]]													37,116	55.32%	0.19%
2492	Miss Universe	/wiki/Miss_Universe						Symbol start class.svg		Symbol question.svg					37,106	67.88%	0.84%
2493	Pi	/wiki/Pi	Featured article star.svg										Padlock-silver.svg		37,097	47.41%	0.55%
2494	Jenny McCarthy	/wiki/Jenny_McCarthy				Symbol b class.svg							Padlock-silver-light.svg		37,094	70.81%	0.26%
2494	Scott Eastwood	/wiki/Scott_Eastwood						Symbol start class.svg							37,094	73.13%	0.75%
2496	Josh Gad	/wiki/Josh_Gad						Symbol start class.svg							37,087	61.66%	0.23%
2496	[[Timoth��e Chalamet]]													37,087	55.85%	0.16%
2498	Inferno (Dante)	/wiki/Inferno_(Dante)				Symbol b class.svg									37,083	51.96%	0.35%
2499	Ulysses S. Grant	/wiki/Ulysses_S._Grant	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	37,077	51.48%	0.16%
2500	Phil Collins	/wiki/Phil_Collins					Symbol c class.svg				Featured article star - cross.svg				37,070	60.64%	0.46%
2501	Thor (Marvel Comics)	/wiki/Thor_(Marvel_Comics)				Symbol b class.svg				Symbol question.svg					37,050	62.16%	0.62%
2502	Battle of the Bulge	/wiki/Battle_of_the_Bulge					Symbol c class.svg				Featured article star - cross.svg		Padlock-silver-light.svg		37,049	57.47%	0.17%
2503	Sridevi	/wiki/Sridevi					Symbol c class.svg						Padlock-silver-light.svg		37,041	77.50%	1.57%
2504	List of Justice League members	/wiki/List_of_Justice_League_members								Symbol question.svg			Padlock-silver.svg		37,036	73.69%	0.45%
2505	Gerard Butler	/wiki/Gerard_Butler					Symbol c class.svg						Padlock-silver-light.svg	Padlock-olive.svg	37,021	69.17%	0.79%
2506	Benzodiazepine	/wiki/Benzodiazepine		Symbol support vote.svg											37,020	58.10%	0.79%
2507	ARA San Juan (S-42)	/wiki/ARA_San_Juan_(S-42)													37,016	40.17%	0.11%
2507	Jeffrey Tambor	/wiki/Jeffrey_Tambor						Symbol start class.svg							37,016	56.56%	0.12%
2507	Subhas Chandra Bose	/wiki/Subhas_Chandra_Bose				Symbol b class.svg							Padlock-silver.svg		37,016	69.13%	0.23%
2510	Melanie Griffith	/wiki/Melanie_Griffith					Symbol c class.svg								37,013	72.49%	0.42%
2511	Age of Enlightenment	/wiki/Age_of_Enlightenment					Symbol c class.svg								37,007	35.71%	0.49%
2512	Aluminium	/wiki/Aluminium					Symbol c class.svg			Symbol question.svg		Symbol unsupport vote.svg	Padlock-silver.svg		37,002	34.17%	0.53%
2513	Gone Girl (film)	/wiki/Gone_Girl_(film)					Symbol c class.svg								36,998	61.24%	0.46%
2514	Venus	/wiki/Venus	Featured article star.svg								Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	36,996	47.02%	0.74%
2515	Izzie Stevens	/wiki/Izzie_Stevens		Symbol support vote.svg											36,993	84.28%	0.23%
2515	Teresa Palmer	/wiki/Teresa_Palmer					Symbol c class.svg								36,993	69.50%	0.92%
2517	The Rape of Proserpina	/wiki/The_Rape_of_Proserpina					Symbol c class.svg								36,991	67.70%	0.12%
2518	Bright (film)	/wiki/Bright_(film)						Symbol start class.svg							36,967	49.48%	0.57%
2519	Emirates (airline)	/wiki/Emirates_(airline)				Symbol b class.svg									36,965	48.80%	1.28%
2520	Bulgaria	/wiki/Bulgaria		Symbol support vote.svg									Padlock-silver.svg	Padlock-olive.svg	36,964	43.34%	0.64%
2520	Ron Howard	/wiki/Ron_Howard					Symbol c class.svg								36,964	66.75%	0.20%
2522	Woodrow Wilson	/wiki/Woodrow_Wilson				Symbol b class.svg							Padlock-silver.svg		36,958	48.51%	0.28%
2523	Heart	/wiki/Heart		Symbol support vote.svg									Padlock-silver.svg		36,946	60.47%	2.38%
2524	[[Stellan Skarsg��rd]]													36,939	66.25%	0.45%
2525	Oral sex	/wiki/Oral_sex				Symbol b class.svg							Padlock-silver.svg	Padlock-olive.svg	36,930	76.50%	3.27%
2526	Kiss (band)	/wiki/Kiss_(band)				Symbol b class.svg						Symbol unsupport vote.svg			36,916	50.96%	0.40%
2527	Middle East	/wiki/Middle_East					Symbol c class.svg						Padlock-blue.svg	Padlock-olive.svg	36,900	47.24%	1.14%
2527	Socialism	/wiki/Socialism					Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	36,900	49.41%	0.89%
2529	Oman	/wiki/Oman					Symbol c class.svg							Padlock-olive.svg	36,884	46.63%	1.29%
2530	ATK (football club)	/wiki/ATK_(football_club)					Symbol c class.svg								36,868	75.58%	1.04%
2531	[[T��a Leoni]]													36,862	75.24%	0.42%
2532	Northern Ireland	/wiki/Northern_Ireland				Symbol b class.svg	Symbol c class.svg					Symbol unsupport vote.svg	Padlock-silver.svg	Padlock-olive.svg	36,842	50.96%	0.66%
2533	List of National Basketball Association longest winning streaks	/wiki/List_of_National_Basketball_Association_longest_winning_streaks													36,841	68.49%	0.27%
2534	Scoville scale	/wiki/Scoville_scale				Symbol b class.svg				Symbol question.svg					36,832	60.78%	0.18%
2535	Anushka Shetty	/wiki/Anushka_Shetty					Symbol c class.svg						Padlock-silver.svg		36,830	77.58%	1.83%
2536	Sean McVay	/wiki/Sean_McVay						Symbol start class.svg		Symbol question.svg					36,829	66.33%	0.05%
2537	ISO 8601	/wiki/ISO_8601				Symbol b class.svg									36,828	7.41%	0.16%
2538	Jews	/wiki/Jews				Symbol b class.svg						Symbol unsupport vote.svg	Padlock-silver.svg		36,820	60.14%	1.05%
2539	Kidnapping of Jaycee Dugard	/wiki/Kidnapping_of_Jaycee_Dugard		Symbol support vote.svg											36,814	82.93%	0.07%
2540	Goodfellas	/wiki/Goodfellas				Symbol b class.svg				Symbol question.svg					36,808	56.35%	0.25%
2541	Lauren Graham	/wiki/Lauren_Graham					Symbol c class.svg								36,806	74.97%	0.17%
2542	Vijay Deverakonda	/wiki/Vijay_Deverakonda								Symbol question.svg					36,802	75.35%	0.42%
2543	Volleyball	/wiki/Volleyball					Symbol c class.svg						Padlock-silver.svg	Padlock-olive.svg	36,789	56.61%	1.42%
2544	Manchester City F.C.	/wiki/Manchester_City_F.C.	Featured article star.svg										Padlock-silver.svg	Padlock-olive.svg	36,784	54.67%	2.14%
2545	Brand New (band)	/wiki/Brand_New_(band)		Symbol support vote.svg						Symbol question.svg					36,775	54.14%	0.05%
2546	Research	/wiki/Research					Symbol c class.svg								36,771	54.84%	1.74%
2547	Shirley Ballas	/wiki/Shirley_Ballas						Symbol start class.svg							36,758	87.35%	0.05%
2548	Rosa Parks	/wiki/Rosa_Parks				Symbol b class.svg		Symbol start class.svg			Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	36,756	46.12%	0.63%
2548	Supreme (brand)	/wiki/Supreme_(brand)								Symbol question.svg					36,756	54.64%	0.42%
2550	Unit 731	/wiki/Unit_731				Symbol b class.svg									36,736	46.89%	0.08%
2551	Meningitis	/wiki/Meningitis	Featured article star.svg												36,726	70.93%	1.49%
2552	Anne, Queen of Great Britain	/wiki/Anne,_Queen_of_Great_Britain	Featured article star.svg								Featured article star - cross.svg				36,722	46.27%	0.27%
2553	Albert, Prince Consort	/wiki/Albert,_Prince_Consort	Featured article star.svg												36,717	70.98%	0.29%
2554	Carson Wentz	/wiki/Carson_Wentz						Symbol start class.svg							36,711	74.29%	0.07%
2554	List of Games with Gold games	/wiki/List_of_Games_with_Gold_games													36,711	73.04%	0.04%
2556	St. Vincent (musician)	/wiki/St._Vincent_(musician)					Symbol c class.svg			Symbol question.svg					36,710	57.73%	0.12%
2557	Noam Chomsky	/wiki/Noam_Chomsky				Symbol b class.svg	Symbol c class.svg				Featured article star - cross.svg		Padlock-silver.svg	Padlock-olive.svg	36,704	46.19%	0.54%
2558	Dark matter	/wiki/Dark_matter				Symbol b class.svg						Symbol unsupport vote.svg			36,700	27.69%	0.40%
2559	Anne Curtis	/wiki/Anne_Curtis						Symbol start class.svg							36,697	83.51%	0.61%
2560	Doddie Weir	/wiki/Doddie_Weir						Symbol start class.svg							36,686	88.80%	0.37%
2560	Heartbreak on a Full Moon	/wiki/Heartbreak_on_a_Full_Moon						Symbol start class.svg					Padlock-blue.svg		36,686	58.59%	2.75%
2562	Jurassic World	/wiki/Jurassic_World					Symbol c class.svg								36,682	59.50%	0.58%
2563	Grand Theft Auto V	/wiki/Grand_Theft_Auto_V	Featured article star.svg										Padlock-silver.svg		36,670	53.64%	1.22%
2564	Dopamine	/wiki/Dopamine		Symbol support vote.svg											36,637	51.84%	1.25%
2565	Ingrid Bergman	/wiki/Ingrid_Bergman				Symbol b class.svg	Symbol c class.svg	Symbol start class.svg							36,635	65.27%	0.14%
